village,HHnum_in_village,hohreligion,castesubcaste,rooftype1,rooftype2,rooftype3,rooftype4,rooftype5,room_no,bed_no,electricity,latrine,ownrent,leader,adopt
38,17,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
38,18,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,1,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
38,19,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
38,20,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
38,21,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,3,0,"Yes, Government",None,OWNED,0,0
38,22,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,3,0,"Yes, Government",None,OWNED,1,0
38,23,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,1
38,24,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
38,25,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
38,26,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
38,27,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
38,28,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
38,29,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,1
38,30,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,1
38,31,HINDUISM,OBC,0,1,0,0,0,3,1,"Yes, Private",None,OWNED,1,1
38,32,HINDUISM,OBC,0,0,0,1,0,1,0,"Yes, Private",None,OWNED,0,0
38,33,HINDUISM,OBC,0,0,1,0,0,4,0,"Yes, Government",None,OWNED,0,0
38,34,HINDUISM,OBC,0,0,0,1,0,1,0,"Yes, Government",None,OWNED,0,0
38,35,HINDUISM,GENERAL,0,1,0,0,0,2,1,"Yes, Private",Owned,OWNED,0,0
38,36,HINDUISM,GENERAL,0,0,0,1,0,4,1,"Yes, Private",None,OWNED,0,0
38,37,HINDUISM,OBC,0,0,0,1,0,6,0,"Yes, Private",Owned,OWNED,0,0
38,38,HINDUISM,OBC,0,1,0,0,0,3,0,"Yes, Private",None,OWNED,0,0
38,39,HINDUISM,GENERAL,0,0,0,0,1,3,1,"Yes, Private",None,OWNED,0,0
38,40,HINDUISM,GENERAL,0,0,0,1,0,4,1,"Yes, Private",None,OWNED,0,0
38,41,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,42,HINDUISM,GENERAL,0,0,0,0,1,3,1,"Yes, Private",Owned,OWNED,0,0
38,43,HINDUISM,GENERAL,0,1,0,0,0,1,0,"Yes, Private",None,OWNED,0,0
38,44,HINDUISM,OBC,0,1,0,0,0,3,1,"Yes, Government",None,OWNED,0,0
38,45,HINDUISM,OBC,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,1,0
38,46,HINDUISM,GENERAL,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,47,HINDUISM,OBC,0,1,0,0,0,4,0,"Yes, Government",None,OWNED,0,0
38,48,HINDUISM,OBC,0,1,0,0,0,3,0,"Yes, Private",None,OWNED,0,1
38,49,HINDUISM,GENERAL,0,0,0,1,0,3,1,"Yes, Private",Owned,OWNED,0,0
38,50,HINDUISM,GENERAL,0,1,0,0,0,3,0,"Yes, Private",Owned,OWNED,0,0
38,51,HINDUISM,GENERAL,0,0,0,0,1,4,0,"Yes, Private",None,OWNED,0,0
38,52,HINDUISM,GENERAL,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,53,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Private",None,RENTED,0,0
38,54,HINDUISM,GENERAL,0,0,0,1,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
38,55,HINDUISM,GENERAL,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,56,HINDUISM,GENERAL,0,1,0,0,0,2,0,No,None,OWNED BUT SHARED,0,0
38,57,HINDUISM,GENERAL,0,1,0,0,0,3,1,"Yes, Private",None,OWNED,0,0
38,58,HINDUISM,GENERAL,0,0,0,1,0,3,0,No,None,OWNED BUT SHARED,0,0
38,59,HINDUISM,GENERAL,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,60,HINDUISM,GENERAL,0,1,0,0,0,1,0,"Yes, Private",None,OWNED,0,0
38,61,HINDUISM,GENERAL,0,0,0,1,0,3,0,"Yes, Government",None,OWNED,0,0
38,62,HINDUISM,GENERAL,0,0,0,1,0,4,0,"Yes, Private",Owned,OWNED,0,0
38,63,HINDUISM,GENERAL,0,0,0,1,0,4,2,"Yes, Private",Owned,OWNED,1,0
38,64,HINDUISM,GENERAL,0,0,0,1,0,4,1,"Yes, Private",Owned,OWNED,0,0
38,65,HINDUISM,OBC,0,0,1,0,0,3,1,"Yes, Private",Owned,OWNED,0,0
38,66,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,1
38,67,HINDUISM,GENERAL,0,1,0,0,0,3,1,"Yes, Private",None,OWNED,0,0
38,68,HINDUISM,GENERAL,0,0,0,0,1,5,2,"Yes, Private",Owned,OWNED,1,0
38,69,HINDUISM,OBC,0,0,1,0,0,3,0,"Yes, Private",Owned,OWNED,0,0
38,70,HINDUISM,OBC,0,0,1,0,0,3,0,"Yes, Private",Owned,OWNED,1,0
38,71,HINDUISM,GENERAL,0,0,0,0,1,5,0,"Yes, Private",Owned,OWNED,1,0
38,72,HINDUISM,GENERAL,0,1,0,0,0,4,0,"Yes, Private",None,OWNED,1,0
38,73,HINDUISM,GENERAL,0,1,0,0,0,4,1,"Yes, Private",None,OWNED,0,0
38,74,HINDUISM,OBC,0,1,0,0,0,3,1,"Yes, Private",Owned,OWNED,0,0
38,75,HINDUISM,GENERAL,0,1,0,0,0,2,1,"Yes, Private",Owned,OWNED,0,0
38,76,HINDUISM,GENERAL,0,0,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,77,HINDUISM,GENERAL,0,1,0,0,0,4,1,"Yes, Private",None,OWNED,0,0
38,78,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,79,HINDUISM,OBC,0,1,0,0,0,3,0,"Yes, Private",None,OWNED,0,0
38,80,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,0,0
38,81,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
38,82,HINDUISM,OBC,0,1,0,0,0,3,0,"Yes, Government",None,OWNED,1,0
38,83,HINDUISM,OBC,0,0,0,1,0,2,0,"Yes, Private",None,OWNED,0,0
38,84,HINDUISM,OBC,0,0,0,0,1,3,0,No,None,OWNED,0,0
38,85,HINDUISM,OBC,0,1,0,0,0,1,0,No,None,OWNED,0,0
38,86,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,87,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,88,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
38,89,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,1,0
38,90,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
38,91,HINDUISM,OBC,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,0,0
38,92,HINDUISM,OBC,0,1,0,0,0,3,0,No,None,OWNED,1,0
38,93,HINDUISM,OBC,0,1,0,0,0,4,0,"Yes, Private",None,OWNED,0,0
38,94,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
38,95,HINDUISM,OBC,0,0,1,0,0,1,0,"Yes, Government",None,OWNED,0,0
38,96,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,1
38,97,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,98,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,1
38,99,HINDUISM,OBC,0,1,0,0,0,2,0,No,None,OWNED,0,0
38,100,HINDUISM,OBC,0,1,0,0,0,1,0,No,None,OWNED,0,0
38,101,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,1,0,No,None,OWNED,0,1
38,102,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,1,0,No,None,OWNED,0,0
38,103,HINDUISM,OBC,0,0,1,0,0,2,1,"Yes, Private",None,OWNED,1,1
38,104,HINDUISM,OBC,0,1,0,0,0,3,0,"Yes, Private",None,OWNED,0,1
38,105,HINDUISM,OBC,0,1,0,0,0,2,0,No,Owned,OWNED,0,0
38,106,HINDUISM,OBC,0,1,0,0,0,2,0,No,None,OWNED,0,1
38,107,HINDUISM,OBC,0,1,0,0,0,3,0,"Yes, Government",None,OWNED,0,0
38,108,HINDUISM,OBC,0,1,0,0,0,1,0,No,None,OWNED,0,0
38,109,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,110,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,111,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",Owned,OWNED,0,1
38,112,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,113,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,114,HINDUISM,OBC,0,1,0,0,0,3,0,"Yes, Private",None,OWNED,0,1
38,115,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,3,0,"Yes, Private",None,OWNED,0,0
38,116,HINDUISM,GENERAL,0,1,0,0,0,6,2,"Yes, Private",None,OWNED,1,1
38,117,HINDUISM,GENERAL,0,1,0,0,0,3,1,"Yes, Government",None,OWNED,0,0
38,118,HINDUISM,GENERAL,0,0,0,0,1,6,0,"Yes, Private",Owned,OWNED,0,0
38,119,HINDUISM,GENERAL,0,0,0,0,1,3,1,"Yes, Government",None,OWNED,0,0
38,120,HINDUISM,GENERAL,0,0,0,1,0,4,2,"Yes, Private",Owned,OWNED,1,0
38,121,HINDUISM,GENERAL,0,1,0,0,0,3,0,"Yes, Government",None,RENTED,1,0
38,122,HINDUISM,GENERAL,0,1,0,0,0,3,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
38,123,HINDUISM,GENERAL,0,0,0,0,1,3,0,"Yes, Private",Owned,OWNED,0,0
38,124,HINDUISM,OBC,0,0,0,1,0,4,1,"Yes, Private",Owned,OWNED,0,0
38,125,HINDUISM,GENERAL,0,0,0,1,0,3,1,"Yes, Private",Owned,OWNED,0,0
38,126,HINDUISM,GENERAL,0,0,0,0,1,2,1,"Yes, Private",Owned,OWNED,0,0
38,127,HINDUISM,GENERAL,0,0,0,1,0,3,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
38,128,HINDUISM,OBC,0,0,0,1,0,3,0,No,None,OWNED,0,0
38,129,HINDUISM,GENERAL,0,0,0,1,0,4,1,"Yes, Private",Owned,OWNED,0,0
38,130,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,2,1,"Yes, Private",None,OWNED,1,0
38,131,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,4,0,"Yes, Government",Owned,OWNED,0,1
38,132,HINDUISM,SCHEDULE CASTE,0,0,0,0,1,4,0,No,None,OWNED,1,1
38,133,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
38,134,HINDUISM,OBC,0,0,1,0,0,3,1,"Yes, Private",Owned,OWNED,1,0
38,135,HINDUISM,OBC,0,0,0,0,1,2,0,"Yes, Private",Owned,OWNED,0,0
38,136,HINDUISM,OBC,0,0,0,0,1,2,0,"Yes, Private",Owned,OWNED,0,0
38,137,HINDUISM,OBC,0,0,0,0,1,2,0,"Yes, Private",Owned,OWNED,0,0
38,138,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,139,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,1
38,140,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,3,0,"Yes, Government",None,OWNED,0,0
38,141,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,2,0,"Yes, Government",None,OWNED,0,0
38,142,HINDUISM,OBC,0,0,0,1,0,3,0,No,None,OWNED,0,1
38,143,HINDUISM,OBC,0,0,0,0,1,4,1,"Yes, Private",None,OWNED,0,0
38,144,HINDUISM,GENERAL,0,0,0,0,1,5,0,"Yes, Private",Owned,OWNED,0,0
38,145,HINDUISM,GENERAL,0,1,0,0,0,2,1,"Yes, Private",Owned,OWNED,0,0
38,146,HINDUISM,GENERAL,0,0,0,0,1,4,3,"Yes, Private",Owned,OWNED,0,0
38,147,HINDUISM,GENERAL,0,0,0,0,1,1,1,"Yes, Private",Owned,OWNED,0,0
38,148,HINDUISM,OBC,0,0,1,0,0,3,1,"Yes, Private",None,OWNED,0,0
38,149,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,0
38,150,HINDUISM,OBC,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,0,0
38,151,HINDUISM,OBC,0,0,1,0,0,4,0,"Yes, Private",Owned,OWNED,0,0
38,152,HINDUISM,OBC,0,0,0,0,1,5,1,"Yes, Private",None,OWNED,1,0
38,153,HINDUISM,OBC,0,0,0,1,0,2,1,"Yes, Private",None,OWNED,0,0
39,1,HINDUISM,OBC,0,0,0,1,0,3,1,"Yes, Government",Owned,OWNED,0,1
39,2,HINDUISM,OBC,0,0,0,1,0,2,0,"Yes, Private",None,OWNED,0,0
39,3,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Private",None,OWNED,0,0
39,4,HINDUISM,OBC,0,0,0,0,1,4,2,"Yes, Private",Owned,OWNED,0,0
39,5,HINDUISM,OBC,0,0,0,1,0,4,2,"Yes, Private",Owned,OWNED,0,0
39,6,HINDUISM,OBC,0,0,0,1,0,3,0,"Yes, Private",None,OWNED,0,0
39,7,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
39,8,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
39,9,HINDUISM,OBC,0,1,0,0,0,2,1,"Yes, Government",Owned,OWNED,0,0
39,10,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
39,11,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
39,12,HINDUISM,OBC,0,1,0,0,0,3,0,No,None,OWNED,0,0
39,13,HINDUISM,OBC,0,0,0,1,0,3,0,"Yes, Government",None,OWNED,0,0
39,14,HINDUISM,OBC,0,1,0,0,0,3,0,No,None,OWNED,0,0
39,15,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
39,16,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Private",None,OWNED,0,0
39,17,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
39,18,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
39,19,HINDUISM,OBC,0,0,0,1,0,2,1,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
39,20,HINDUISM,OBC,0,1,0,0,0,2,1,"Yes, Private",None,OWNED,0,0
39,21,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",Owned,OWNED,0,0
39,22,HINDUISM,OBC,0,0,0,1,0,4,2,"Yes, Private",Owned,OWNED,0,0
39,23,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,1,0,"Yes, Private",None,OWNED,0,0
39,24,HINDUISM,OBC,0,1,0,0,0,3,0,"Yes, Private",None,OWNED,0,0
39,25,HINDUISM,OBC,0,0,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
39,26,HINDUISM,SCHEDULE TRIBE,0,0,0,1,0,1,0,"Yes, Private",None,OWNED,0,0
39,27,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
39,28,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,3,0,"Yes, Private",None,OWNED,0,0
39,29,HINDUISM,OBC,0,0,0,1,0,1,0,"Yes, Government",None,OWNED,0,1
39,30,HINDUISM,OBC,0,1,0,0,0,4,0,"Yes, Private",None,OWNED,0,0
39,31,HINDUISM,OBC,0,0,0,0,1,4,0,"Yes, Private",None,OWNED,1,0
39,32,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,1,0,No,None,OWNED,0,0
39,33,HINDUISM,OBC,0,1,0,0,0,3,0,"Yes, Private",None,OWNED,0,0
39,34,HINDUISM,OBC,0,0,0,0,1,3,1,"Yes, Private",None,OWNED,0,0
39,35,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
39,36,HINDUISM,OBC,0,0,0,1,0,3,0,"Yes, Private",None,OWNED,0,0
39,37,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,4,1,"Yes, Private",Owned,OWNED,0,1
39,38,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,3,0,"Yes, Private",Owned,OWNED,1,0
39,39,HINDUISM,SCHEDULE TRIBE,0,0,0,1,0,2,0,No,None,OWNED,0,0
39,40,HINDUISM,SCHEDULE TRIBE,0,0,0,1,0,4,0,"Yes, Private",None,OWNED,0,0
39,41,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
39,42,HINDUISM,OBC,0,1,0,0,0,2,1,"Yes, Private",None,OWNED,0,0
39,43,HINDUISM,OBC,0,1,0,0,0,2,1,"Yes, Private",Owned,OWNED,1,1
39,44,HINDUISM,OBC,0,0,0,1,0,2,0,"Yes, Government",None,RENTED,0,0
39,45,HINDUISM,OBC,0,1,0,0,0,2,1,"Yes, Private",None,OWNED,0,1
39,46,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
39,47,HINDUISM,OBC,0,0,0,1,0,2,1,"Yes, Private",Owned,OWNED,1,0
39,48,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Private",None,OWNED,0,0
39,49,HINDUISM,OBC,0,0,0,1,0,3,0,"Yes, Private",None,OWNED,0,0
39,50,HINDUISM,OBC,0,0,1,0,0,3,2,"Yes, Private",Owned,OWNED,1,1
39,51,HINDUISM,OBC,0,0,0,0,1,4,2,"Yes, Private",Owned,OWNED,0,0
39,52,HINDUISM,OBC,0,0,0,0,1,3,1,"Yes, Private",Owned,OWNED,0,0
39,53,HINDUISM,OBC,0,0,1,0,0,3,0,"Yes, Government",None,RENTED,0,1
39,54,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,1,0,"Yes, Government",None,RENTED,0,0
39,55,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Government",None,RENTED,0,0
39,56,HINDUISM,OBC,0,0,0,1,0,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
39,57,HINDUISM,OBC,0,0,0,1,0,4,0,"Yes, Private",Owned,OWNED,0,0
39,58,HINDUISM,OBC,0,1,0,0,0,3,1,"Yes, Government",None,OWNED,0,1
39,59,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,2,0,"Yes, Government",None,OWNED,0,1
39,60,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",Owned,OWNED,0,1
39,61,HINDUISM,OBC,0,1,0,0,0,4,0,"Yes, Private",Owned,OWNED,0,0
39,62,HINDUISM,OBC,0,1,0,0,0,3,1,"Yes, Government",Owned,OWNED,0,0
39,63,HINDUISM,OBC,0,1,0,0,0,3,0,"Yes, Private",None,OWNED,0,0
39,64,HINDUISM,OBC,0,1,0,0,0,4,1,"Yes, Private",None,OWNED,0,0
39,65,HINDUISM,OBC,0,0,0,1,0,2,1,"Yes, Private",None,OWNED,1,0
39,66,HINDUISM,OBC,0,0,0,1,0,2,0,No,None,OWNED,0,0
39,67,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
39,68,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
39,69,HINDUISM,OBC,1,0,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
39,70,HINDUISM,OBC,0,1,0,0,0,3,0,"Yes, Government",None,OWNED,0,0
39,71,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
39,72,HINDUISM,OBC,1,0,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
39,73,HINDUISM,OBC,0,0,0,1,0,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
39,74,HINDUISM,OBC,0,0,0,0,0,2,0,No,None,OWNED,0,0
39,75,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,0,0
39,76,HINDUISM,OBC,0,0,0,1,0,4,1,"Yes, Private",None,OWNED,0,0
39,77,HINDUISM,OBC,0,0,0,1,0,2,0,"Yes, Private",None,OWNED,0,0
39,78,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,3,0,"Yes, Government",None,OWNED,0,0
39,79,HINDUISM,OBC,0,0,0,1,0,2,0,"Yes, Government",None,OWNED,0,0
39,80,HINDUISM,OBC,0,0,0,1,0,2,0,"Yes, Government",None,OWNED,0,0
39,81,HINDUISM,OBC,0,0,0,0,1,2,0,"Yes, Private",None,OWNED,1,0
39,82,HINDUISM,OBC,0,0,0,1,0,3,0,"Yes, Government",None,OWNED,0,0
39,83,HINDUISM,OBC,0,0,0,0,0,1,0,"Yes, Private",None,OWNED,0,0
39,84,HINDUISM,OBC,0,1,0,0,0,4,1,"Yes, Government",Owned,OWNED,0,0
39,85,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,RENTED,0,0
39,86,HINDUISM,OBC,0,0,0,1,0,2,0,"Yes, Private",None,OWNED,0,0
39,87,HINDUISM,OBC,0,1,0,0,0,3,1,"Yes, Private",Owned,OWNED,1,0
39,88,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Private",None,OWNED,0,1
39,89,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,2,0,"Yes, Government",None,RENTED,0,0
39,90,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,2,1,"Yes, Government",None,OWNED,0,1
39,91,HINDUISM,SCHEDULE TRIBE,0,0,0,1,0,2,0,"Yes, Private",None,OWNED,0,0
39,92,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,4,0,"Yes, Private",Owned,OWNED,0,0
39,93,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
39,94,HINDUISM,OBC,0,1,0,0,0,2,1,"Yes, Private",None,OWNED,1,1
39,95,HINDUISM,OBC,0,0,0,1,0,2,1,"Yes, Private",Owned,RENTED,0,1
39,96,HINDUISM,OBC,0,1,0,0,0,3,0,"Yes, Government",None,OWNED,0,0
39,97,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
39,98,HINDUISM,OBC,0,0,1,0,0,2,1,"Yes, Private",None,RENTED,0,0
39,99,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,0,0
39,100,HINDUISM,OBC,0,0,0,1,0,2,0,"Yes, Private",None,OWNED,0,0
39,101,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,3,0,"Yes, Private",None,RENTED,0,1
39,102,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
39,103,HINDUISM,OBC,0,0,0,0,1,5,2,"Yes, Private",Owned,OWNED,1,0
39,104,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,1
39,105,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,4,0,"Yes, Private",None,OWNED,0,1
39,106,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
39,107,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,2,0,No,None,RENTED,0,1
39,108,HINDUISM,SCHEDULE TRIBE,0,0,0,1,0,2,0,"Yes, Government",None,OWNED,0,1
39,109,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,2,0,"Yes, Government",None,OWNED,0,1
39,110,HINDUISM,OBC,0,0,0,0,1,4,1,"Yes, Private",Owned,OWNED,0,0
39,111,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,2,0,"Yes, Private",None,OWNED,0,0
39,112,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
39,113,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
39,114,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,2,0,"Yes, Private",None,OWNED,0,0
39,115,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
39,116,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,3,0,"Yes, Government",None,OWNED,0,1
39,117,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
39,118,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,2,0,No,None,OWNED,0,0
39,119,HINDUISM,SCHEDULE CASTE,0,0,0,0,1,3,0,"Yes, Private",None,OWNED,0,0
39,120,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,1,1,"Yes, Private",None,OWNED,0,0
39,121,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,3,2,"Yes, Private",None,OWNED,1,1
39,122,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,3,1,"Yes, Government",None,OWNED,0,0
39,123,HINDUISM,SCHEDULE CASTE,0,0,0,0,1,4,1,"Yes, Government",Owned,OWNED,0,0
39,124,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,5,3,"Yes, Private",Owned,OWNED,0,1
39,125,HINDUISM,OBC,0,0,0,0,1,4,1,"Yes, Private",Owned,OWNED,1,1
39,126,HINDUISM,OBC,0,0,1,0,0,3,1,"Yes, Private",Owned,OWNED,0,0
39,127,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
39,128,HINDUISM,OBC,0,1,0,0,0,3,0,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
39,129,HINDUISM,OBC,0,1,0,0,0,2,1,"Yes, Government",Owned,OWNED,0,0
39,130,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
39,131,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,1
39,132,HINDUISM,OBC,0,0,1,0,0,3,0,"Yes, Private",Owned,OWNED,0,0
39,133,HINDUISM,OBC,0,0,0,1,0,1,0,"Yes, Private",None,OWNED,1,0
39,134,HINDUISM,OBC,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,1,1
39,135,HINDUISM,OBC,0,0,0,0,1,4,0,"Yes, Private",None,OWNED,1,0
39,136,HINDUISM,OBC,0,0,0,1,0,3,0,"Yes, Private",None,OWNED,0,1
39,137,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Private",Owned,OWNED,0,0
39,138,HINDUISM,OBC,0,0,0,1,0,3,0,"Yes, Private",Owned,OWNED,0,0
